Supplementary Data 3: Global mRNA half-lives measurement				
ENSEMBL Gene Id	Gene Symbol	Type	Half-life	Minimum Expression Value
ENSG00000185633	NDUFA4L2	mRNA	293.4592375	5.899547
ENSG00000176678	FOXL1	mRNA	293.4592147	5.52416
ENSG00000124191	TOX2	mRNA	293.4568874	6.573829
ENSG00000079308	TNS1	mRNA	293.4566278	3.325886
ENSG00000221836	OR2A5	mRNA	293.4552144	2.13524
ENSG00000117226	GBP3	mRNA	293.447567	2.179853
ENSG00000143217	PVRL4	mRNA	293.4430611	3.383949
ENSG00000184357	HIST1H1B	mRNA	293.4414929	3.452893
ENSG00000144445	C2orf67	mRNA	293.4273066	3.353748
ENSG00000118495	PLAGL1	mRNA	293.4260476	4.695819
ENSG00000120280	CXorf21	mRNA	293.4258829	2.096383
ENSG00000104093	DMXL2	mRNA	293.4193511	46.65063
ENSG00000118168	ICEBERG	mRNA	293.4183143	2.228598
ENSG00000110367	DDX6	mRNA	293.4108865	229.5285
ENSG00000117650	NEK2	mRNA	293.4077602	49.90018
ENSG00000163291	PAQR3	mRNA	293.4012194	10.43462
ENSG00000155380	SLC16A1	mRNA	293.3998638	271.0979
ENSG00000132872	SYT4	mRNA	293.3953212	2.831642
ENSG00000164944	KIAA1429	mRNA	293.393915	70.55817
ENSG00000128917	DLL4	mRNA	293.3861186	4.309845
ENSG00000110887	DAO	mRNA	293.3834913	2.100183
ENSG00000188340	OR6N2	mRNA	293.3681637	2.464864
ENSG00000177800	TMEM78	mRNA	293.3499308	2.339168
ENSG00000162843	WDR64	mRNA	293.3495301	2.013001
---	FTHL19	mRNA	293.3459757	5.767798
ENSG00000163075	hCG_17324	mRNA	293.3459097	2.44121
ENSG00000090530	LEPREL1	mRNA	293.3311675	3.912965
ENSG00000164325	TMEM174	mRNA	293.331021	2.219844
ENSG00000121742	GJB6	mRNA	293.3211332	2.379452
ENSG00000236637	IFNA4	mRNA	293.311992	2.202121
ENSG00000162692	VCAM1	mRNA	293.311125	2.347793
ENSG00000164651	SP8	mRNA	293.3096857	5.057528
ENSG00000185247	MAGEA11	mRNA	293.300312	2.196072
ENSG00000197245	GRRP1	mRNA	293.2930868	9.760756
ENSG00000069535	MAOB	mRNA	293.2926473	2.523375
ENSG00000110321	EIF4G2	mRNA	293.2680452	544.1196
ENSG00000243130	PSG11	mRNA	293.2585072	2.068409
ENSG00000196611	MMP1	mRNA	293.2532128	2.438102
ENSG00000137309	HMGA1	mRNA	293.250061	28.87611
ENSG00000134516	DOCK2	mRNA	293.2484434	2.604959
ENSG00000169403	PTAFR	mRNA	293.2460443	3.452845
ENSG00000237613 // ENSG00000233630	FAM138F	mRNA	293.2431665	2.217463
ENSG00000170584	NUDCD2	mRNA	293.2427071	18.75064
---	LOC100132916	mRNA	293.2418236	3.849231
ENSG00000131013	PPIL4	mRNA	293.2386887	72.60813
ENSG00000130529	TRPM4	mRNA	293.2343333	5.210577
ENSG00000125816	NKX2-4	mRNA	293.2324088	30.86917
ENSG00000186862	PDZD7	mRNA	293.2270355	6.313956
ENSG00000162543	UBXD3	mRNA	293.2220084	2.485716
ENSG00000138311	ZNF365	mRNA	293.2190304	2.816494
ENSG00000183117	CSMD1	mRNA	293.2162017	2.798475
ENSG00000149527	PLCH2	mRNA	293.2142504	7.890111
ENSG00000100299	ARSA	mRNA	293.213999	5.728603
ENSG00000153789	FAM92B	mRNA	293.2099662	6.288172
ENSG00000104679	R3HCC1	mRNA	293.2088081	30.43959
ENSG00000145075	CCDC39	mRNA	293.1995165	2.053359
ENSG00000187461	C6orf114	mRNA	293.1941576	2.989119
ENSG00000116032	GRIN3B	mRNA	293.1889134	11.74688
ENSG00000151475	SLC25A31	mRNA	293.1852855	2.146086
ENSG00000088320	REM1	mRNA	293.1748453	4.484987
ENSG00000175395	ZNF25	mRNA	293.1681821	7.866294
ENSG00000121570	DPPA4	mRNA	293.1643567	2.085296
ENSG00000205359	SLCO6A1	mRNA	293.1639144	2.203612
ENSG00000073910	FRY	mRNA	293.1636532	3.798616
ENSG00000147138	GPR174	mRNA	293.1622578	2.062089
ENSG00000243667	WDR92	mRNA	293.1590033	24.68302
ENSG00000133392	MYH11	mRNA	293.1540691	3.387741
ENSG00000188883	KLRG2	mRNA	293.1530362	5.286571
ENSG00000142273	CBLC	mRNA	293.1511092	3.191103
ENSG00000184324	CSAG2	mRNA	293.146535	3.149936
ENSG00000175779	C15orf53	mRNA	293.1423049	3.979248
ENSG00000109320	NFKB1	mRNA	293.1395117	30.88638
ENSG00000078114	NEBL	mRNA	293.125921	15.53172
---	MGC87895	mRNA	293.1258668	6.661361
ENSG00000101084	C20orf24	mRNA	293.1150852	39.21856
ENSG00000160796	NBEAL2	mRNA	293.112617	8.824396
ENSG00000071203	MS4A12	mRNA	293.1056821	2.331276
ENSG00000187229	NSAP11	mRNA	293.1017805	2.555446
ENSG00000179074	OR13C2	mRNA	293.1002015	1.945881
ENSG00000102805	CLN5	mRNA	293.0953073	7.629791
ENSG00000153989	NUS1	mRNA	293.0942871	221.0042
ENSG00000178586	OR6B3	mRNA	293.0941753	2.139694
ENSG00000225041	GAFA3	mRNA	293.0939437	2.51097
ENSG00000104783	KCNN4	mRNA	293.0912288	3.905715
ENSG00000161649	CD300LG	mRNA	293.0880943	5.448638
ENSG00000188611	ASAH2	mRNA	293.0853968	3.507164
ENSG00000160791	CCR5	mRNA	293.08486	2.665158
ENSG00000145321	GC	mRNA	293.0847066	2.126923
ENSG00000150977	RILPL2	mRNA	293.0837327	11.43814
ENSG00000186047	DLEU7	mRNA	293.083695	15.88914
ENSG00000205517	RGL3	mRNA	293.0733816	3.733116
ENSG00000221852	KRTAP1-5	mRNA	293.0733432	4.762717
ENSG00000183747	ACSM2A	mRNA	293.0729727	2.286251
ENSG00000231048 // ENSG00000230791 // ENSG00000206433 // ENSG00000235915 // ENSG00000204482 // ENSG00000226182	LST1	mRNA	293.062371	4.885322
ENSG00000132965	ALOX5AP	mRNA	293.055015	2.954448
ENSG00000170128	GPR25	mRNA	293.0516448	10.08399
ENSG00000102802	C13orf33	mRNA	293.0490252	2.99781
ENSG00000114771	AADAC	mRNA	293.0476444	2.072217
ENSG00000162771	FAM71A	mRNA	293.0439107	3.203916
ENSG00000167077	MEI1	mRNA	293.0438658	3.112995
ENSG00000075275	CELSR1	mRNA	293.0405838	16.54417
ENSG00000204695	OR14J1	mRNA	293.036282	2.425694
ENSG00000132164	SLC6A11	mRNA	293.0345047	8.915368
ENSG00000137959	IFI44L	mRNA	293.029765	2.106907
ENSG00000165275	RG9MTD3	mRNA	293.0262032	12.04231
ENSG00000163288	GABRB1	mRNA	293.0225152	2.298941
ENSG00000182013	PNMAL1	mRNA	293.0138578	3.13679
ENSG00000187045	TMPRSS6	mRNA	293.0135144	4.132188
ENSG00000147113	CXorf36	mRNA	293.0122374	2.405038
ENSG00000101003	GINS1	mRNA	293.0047503	117.4698
ENSG00000230766	ZNF826	mRNA	293.0036174	2.54627
ENSG00000174348	PODN	mRNA	292.9924973	4.799104
ENSG00000092439	TRPM7	mRNA	292.9911665	49.5141
ENSG00000095261	PSMD5	mRNA	292.9818151	2.03751
ENSG00000106245	BUD31	mRNA	292.9795418	44.75185
ENSG00000127083	OMD	mRNA	292.9780684	2.007648
ENSG00000114026	OGG1	mRNA	292.9719543	17.12992
ENSG00000187944	C2orf66	mRNA	292.9554855	3.16027
ENSG00000100441	KIAA0323	mRNA	292.9520812	12.20337
ENSG00000171346	KRT15	mRNA	292.9511886	2.797722
ENSG00000100209	HSCB	mRNA	292.9432838	22.96
ENSG00000137441	FGFBP2	mRNA	292.9375477	2.058072
ENSG00000174292	TNK1	mRNA	292.9351055	4.97954
ENSG00000121552	CSTA	mRNA	292.9261286	2.201545
ENSG00000123496	IL13RA2	mRNA	292.9185298	1.980873
ENSG00000179152	C3orf23	mRNA	292.9060979	39.28339
ENSG00000123600	METTL8	mRNA	292.9031137	10.17684
ENSG00000182557	SPNS3	mRNA	292.9019122	3.693538
ENSG00000109929	SC5DL	mRNA	292.9017138	41.56856
ENSG00000175535	PNLIP	mRNA	292.8985605	2.290843
ENSG00000175164	ABO	mRNA	292.8812452	3.70451
ENSG00000142544	ATPBD3	mRNA	292.8644928	13.8777
ENSG00000174721	FGFBP3	mRNA	292.8619549	6.360747
ENSG00000164742	ADCY1	mRNA	292.8587331	16.31144
ENSG00000198558	HIST1H4L	mRNA	292.8517113	2.558812
ENSG00000138660	C4orf16	mRNA	292.8495564	28.38493
ENSG00000153002	CPB1	mRNA	292.8420149	1.997799
ENSG00000176299	OR4M1	mRNA	292.8354818	2.297725
ENSG00000119938	PPP1R3C	mRNA	292.8331436	2.601917
ENSG00000119004	CYP20A1	mRNA	292.8321129	23.48346
ENSG00000055955	ITIH4	mRNA	292.8260715	4.379518
ENSG00000145040	UCN2	mRNA	292.8185919	3.033573
ENSG00000243543	WFDC6	mRNA	292.8105766	2.962104
ENSG00000149182	ARFGAP2	mRNA	292.8043839	37.2742
ENSG00000183395	PMCH	mRNA	292.8005015	2.15823
ENSG00000041982	TNC	mRNA	292.7981879	4.720594
ENSG00000166033	HTRA1	mRNA	292.7952312	12.58976
ENSG00000198856	LOC202459	mRNA	292.7897984	2.239101
ENSG00000172159	FRMD3	mRNA	292.7856772	2.798772
ENSG00000235865	C9orf31	mRNA	292.7823298	2.142967
ENSG00000177885	GRB2	mRNA	292.7798253	69.69911
ENSG00000159231	CBR3	mRNA	292.7727338	11.10057
ENSG00000213417	KRTAP2-4	mRNA	292.7697941	18.19987
ENSG00000168828	OR13J1	mRNA	292.7663191	4.084397
ENSG00000151689	INPP1	mRNA	292.7640491	14.88337
ENSG00000149292	TTC12	mRNA	292.7558711	9.396584
ENSG00000108771	DHX58	mRNA	292.751383	2.88947
ENSG00000182261	NLRP10	mRNA	292.750707	3.690632
ENSG00000177427	SMCR7	mRNA	292.7501522	12.17611
ENSG00000226021	LOC51145	mRNA	292.7391929	2.306342
ENSG00000181143	MUC16	mRNA	292.7378146	8.664557
ENSG00000178172	SPINK6	mRNA	292.7345086	2.200307
ENSG00000136535	TBR1	mRNA	292.7278028	3.386126
ENSG00000165246	NLGN4Y	mRNA	292.7255448	2.289884
ENSG00000189326	SPANXN4	mRNA	292.7225753	2.194973
ENSG00000138468	SENP7	mRNA	292.7217083	5.435743
ENSG00000112214	FHL5	mRNA	292.7207771	2.616089
ENSG00000196620	UGT2B15	mRNA	292.7173168	2.238859
ENSG00000134249	ADAM30	mRNA	292.7170398	2.103524
ENSG00000168676	KCTD19	mRNA	292.7116487	3.203554
---	FLJ44048	mRNA	292.7115088	2.051996
ENSG00000176435	CLEC14A	mRNA	292.7055978	2.993927
ENSG00000229140	CCDC26	mRNA	292.7040644	1.983469
hsa-mir-96	hsa-mir-96	miRNA	292.7033737	2.119854
ENSG00000130234	ACE2	mRNA	292.7025099	2.486671
ENSG00000167633	KIR3DL1	mRNA	292.6936821	2.850553
ENSG00000176261	ZBTB8OS	mRNA	292.6882593	6.316049
ENSG00000241994	LRRC51	mRNA	292.6833127	5.235947
ENSG00000125445	MRPS7	mRNA	292.6771725	76.66721
ENSG00000187003	ACTL7A	mRNA	292.6753286	2.700261
ENSG00000137070	IL11RA	mRNA	292.6752382	8.550646
ENSG00000167791	CABP2	mRNA	292.6669121	18.94434
ENSG00000179921	GPBAR1	mRNA	292.6653405	3.912318
ENSG00000148358	GPR107	mRNA	292.6645299	51.47192
ENSG00000013297	CLDN11	mRNA	292.6632008	9.803114
ENSG00000175600	C7orf10	mRNA	292.6630911	3.581431
ENSG00000185306	C12orf56	mRNA	292.6590508	2.121961
ENSG00000197445	C16orf47	mRNA	292.6580012	3.145124
ENSG00000100519	PSMC6	mRNA	292.6519301	48.79606
ENSG00000198431	TXNRD1	mRNA	292.6489638	214.859
ENSG00000223609	HBD	mRNA	292.6460111	3.253771
ENSG00000153310	FAM49B	mRNA	292.6448858	40.22981
ENSG00000169862	CTNND2	mRNA	292.64037	3.920085
ENSG00000135297	MTO1	mRNA	292.6325297	52.61543
ENSG00000146066	HIGD2A	mRNA	292.6315399	54.1008
ENSG00000213934	HBG1	mRNA	292.6284072	3.467808
ENSG00000163092	XIRP2	mRNA	292.6227093	2.236601
ENSG00000164175	SLC45A2	mRNA	292.6224947	2.495037
ENSG00000185070	FLRT2	mRNA	292.6148185	2.217126
ENSG00000147955	OPRS1	mRNA	292.6120354	40.41995
ENSG00000083290	ULK2	mRNA	292.6094292	2.507877
ENSG00000138668	HNRNPD	mRNA	292.6067265	659.319
ENSG00000113555	PCDH12	mRNA	292.6061256	3.370337
ENSG00000041515	MYO16	mRNA	292.6058723	2.925313
ENSG00000130270	ATP8B3	mRNA	292.6049792	4.073947
---	C11orf37	mRNA	292.603983	2.841746
ENSG00000174946	GPR171	mRNA	292.6037938	2.440064
ENSG00000165724	ZMYND19	mRNA	292.5879894	49.84259
ENSG00000155754	ALS2CR11	mRNA	292.5825555	2.347793
ENSG00000166743	ACSM1	mRNA	292.5734751	2.633595
ENSG00000124216	SNAI1	mRNA	292.572191	5.127875
ENSG00000138069	RAB1A	mRNA	292.5666352	179.7586
ENSG00000244537	KRTAP4-2	mRNA	292.558267	9.971967
ENSG00000175463	TBC1D10C	mRNA	292.5431813	6.012481
ENSG00000154227	LASS3	mRNA	292.5243002	2.669622
ENSG00000212933	KRTAP12-4	mRNA	292.5122355	11.73371
ENSG00000187714	SLC18A3	mRNA	292.5109019	4.532245
ENSG00000146842	TMEM209	mRNA	292.5026417	163.4507
ENSG00000164363	SLC6A18	mRNA	292.490825	4.256316
ENSG00000133742	CA1	mRNA	292.489113	2.243535
ENSG00000131730	CKMT2	mRNA	292.4877509	2.888208
ENSG00000165023	DIRAS2	mRNA	292.4728646	3.28969
ENSG00000187416	LHFPL3	mRNA	292.4547121	2.657574
hsa-mir-183	hsa-mir-183	miRNA	292.4540015	2.224437
ENSG00000163467	C1orf182	mRNA	292.4465339	3.603914
ENSG00000137713	PPP2R1B	mRNA	292.4445618	95.3993
ENSG00000205364	MT1M	mRNA	292.4395317	2.401677
ENSG00000125508	SRMS	mRNA	292.4350391	5.738128
ENSG00000066777	ARFGEF1	mRNA	292.4290031	18.86881
---	MEG3	mRNA	292.4273761	3.274724
ENSG00000147724	FAM135B	mRNA	292.4268522	2.364275
ENSG00000167600	CYP2S1	mRNA	292.4226315	6.344683
ENSG00000037474	NSUN2	mRNA	292.4200363	346.3174
ENSG00000184166	OR1D2	mRNA	292.4137826	2.124496
ENSG00000185010	F8	mRNA	292.4124946	3.84402
ENSG00000168263	KCNV2	mRNA	292.4094611	3.854129
ENSG00000114745	GORASP1	mRNA	292.4048918	12.69828
ENSG00000176937	OR52R1	mRNA	292.4003562	3.092068
hsa-mir-382	hsa-mir-382	miRNA	292.3999129	1.980931
ENSG00000117601	SERPINC1	mRNA	292.3872929	2.481485
ENSG00000081842	PCDHAC1	mRNA	292.3845484	3.19594
---	C19orf30	mRNA	292.3813688	4.289855
ENSG00000143393	PI4KB	mRNA	292.3735682	78.39801
ENSG00000184344	GDF3	mRNA	292.3714663	2.347793
ENSG00000155130	MARCKS	mRNA	292.366899	92.36028
ENSG00000146904	EPHA1	mRNA	292.3652042	2.879831
ENSG00000075886	TUBA3D	mRNA	292.3645092	7.794823
ENSG00000183715	OPCML	mRNA	292.3619062	2.415582
---	C6orf132	mRNA	292.3584199	4.356867
ENSG00000134545	KLRC1	mRNA	292.3530393	1.97837
ENSG00000141127	PRPSAP2	mRNA	292.3507194	59.51932
ENSG00000171388	APLN	mRNA	292.3503485	5.789744
ENSG00000132932	ATP8A2	mRNA	292.3487263	3.540084
---	C4orf12	mRNA	292.3467648	3.391511
ENSG00000122728	TAF1L	mRNA	292.335847	3.677716
ENSG00000234829	IFNA17	mRNA	292.3244943	2.347793
ENSG00000134198	TSPAN2	mRNA	292.3169253	5.852525
ENSG00000188032	LOC646457	mRNA	292.3160961	6.529146
ENSG00000069206	ADAM7	mRNA	292.3151267	2.402905
ENSG00000133561	GIMAP6	mRNA	292.3151218	3.057328
ENSG00000111536	IL26	mRNA	292.3148377	2.070554
ENSG00000157554	ERG	mRNA	292.3096104	2.139075
ENSG00000124935	SCGB1D2	mRNA	292.3080337	2.220021
ENSG00000012124	CD22	mRNA	292.3074132	2.766994
ENSG00000198691	ABCA4	mRNA	292.3047658	2.511425
ENSG00000163517	HDAC11	mRNA	292.3002098	4.637797
ENSG00000174791	RIN1	mRNA	292.295882	7.25322
ENSG00000140488	BRUNOL6	mRNA	292.2805446	4.570644
ENSG00000127325	BEST3	mRNA	292.2777638	2.284885
ENSG00000172977	HTATIP	mRNA	292.2754225	30.97034
ENSG00000186452	TMPRSS12	mRNA	292.2717435	2.34709
ENSG00000057593	F7	mRNA	292.2708347	4.816164
ENSG00000186113	OR5D14	mRNA	292.2553424	2.192328
---	C14orf25	mRNA	292.2552387	3.315567
ENSG00000153982	GDPD1	mRNA	292.2541907	10.00964
ENSG00000152818	UTRN	mRNA	292.24407	42.45587
ENSG00000121350	PYROXD1	mRNA	292.2434604	35.61891
ENSG00000171853	TTC15	mRNA	292.239719	8.900126
ENSG00000173679	OR1L1	mRNA	292.2394293	2.028527
ENSG00000171773	NXNL1	mRNA	292.2393493	13.62794
ENSG00000121314	TAS2R8	mRNA	292.2206428	1.855448
ENSG00000099968	BCL2L13	mRNA	292.2097419	35.14261
ENSG00000148734	NPFFR1	mRNA	292.2095582	5.969412
ENSG00000115325	DOK1	mRNA	292.1970399	4.776441
ENSG00000119698	KIAA1622	mRNA	292.1950126	4.569713
ENSG00000164136	IL15	mRNA	292.1776429	2.443841
ENSG00000132972	RNF17	mRNA	292.1586941	2.034925
ENSG00000136002	ARHGEF4	mRNA	292.1471605	6.551792
ENSG00000197114	ZGPAT	mRNA	292.1467904	21.10438
ENSG00000120318	CENTD3	mRNA	292.1433732	9.231718
ENSG00000101342	C20orf118	mRNA	292.1425589	5.003669
ENSG00000161634	DCD	mRNA	292.1351318	3.173656
ENSG00000135697	BCMO1	mRNA	292.1316298	2.151085
ENSG00000163486	SRGAP2	mRNA	292.1306055	46.12089
ENSG00000183423	LRIT3	mRNA	292.128054	2.424124
ENSG00000162722	TRIM58	mRNA	292.1254922	4.212884
ENSG00000130385	BMP15	mRNA	292.125289	2.295191
ENSG00000100938	GMPR2	mRNA	292.1183819	49.20189
ENSG00000139044	B4GALNT3	mRNA	292.1171094	22.84051
ENSG00000187871	GFRAL	mRNA	292.1137275	2.341165
ENSG00000104356	POP1	mRNA	292.1105413	29.06192
ENSG00000158427	MGC39900	mRNA	292.0918507	2.773721
ENSG00000173401	GLIPR1L1	mRNA	292.0840762	2.311939
ENSG00000205944	DAZ2	mRNA	292.0792379	2.400837
ENSG00000188120	DAZ1	mRNA	292.0792379	2.400837
ENSG00000155249	OR4K1	mRNA	292.0763871	2.293138
ENSG00000215018	COL28A1	mRNA	292.0753879	2.970296
ENSG00000187191	DAZ3	mRNA	292.0752706	2.491418
ENSG00000176495	OR5AN1	mRNA	292.0751916	2.347793
ENSG00000154269	ENPP3	mRNA	292.0718133	2.932656
ENSG00000166788	SAAL1	mRNA	292.0619213	88.33424
ENSG00000117505	DR1	mRNA	292.0581052	195.4453
ENSG00000113088	GZMK	mRNA	292.0558005	1.988905
ENSG00000197584	KCNMB2	mRNA	292.0546601	2.12869
ENSG00000074181	NOTCH3	mRNA	292.0445293	13.87861
ENSG00000166148	AVPR1A	mRNA	292.034365	3.010665
ENSG00000170523	KRT83	mRNA	292.0341466	4.907378
ENSG00000155016	CYP2U1	mRNA	292.0323764	9.252351
ENSG00000012171	SEMA3B	mRNA	292.0301652	3.269739
ENSG00000179002	TAS1R2	mRNA	292.0249276	3.248757
ENSG00000185847	LOC100131138	mRNA	292.0171354	7.163325
ENSG00000228743	---	mRNA	292.0143081	1.880419
ENSG00000185554	NXF2	mRNA	292.0139404	2.484387
ENSG00000139549	DHH	mRNA	292.011615	4.448233
ENSG00000205642	VCX3B	mRNA	292.0098073	4.085073
ENSG00000114487	MORC1	mRNA	292.0075845	2.174365
ENSG00000124449	IRGC	mRNA	292.0026196	3.072754
ENSG00000152254	G6PC2	mRNA	291.9966037	2.491418
ENSG00000183621	ZNF438	mRNA	291.9957451	2.435212
ENSG00000160716	CHRNB2	mRNA	291.9954981	5.420717
ENSG00000142409	ZNF787	mRNA	291.9940771	29.22314
ENSG00000197408	CYP2B6	mRNA	291.9926612	2.323494
ENSG00000183609	TAS2R38	mRNA	291.991521	2.420418
ENSG00000140379	BCL2A1	mRNA	291.9890097	2.405853
ENSG00000119283	TRIM67	mRNA	291.9857019	4.100344
ENSG00000177504	VCX2	mRNA	291.9824999	3.712511
ENSG00000152766	ANKRD22	mRNA	291.9793277	2.356184
ENSG00000143952	VPS54	mRNA	291.9715569	13.6929
ENSG00000169989	TIGD4	mRNA	291.9690746	3.106057
ENSG00000165973	NELL1	mRNA	291.9688956	2.484942
ENSG00000107831	FGF8	mRNA	291.9638016	4.027855
ENSG00000163492	CCDC141	mRNA	291.9553852	2.152075
ENSG00000198788	MUC2	mRNA	291.9553808	4.195291
ENSG00000181617	C4orf7	mRNA	291.9553716	2.076411
ENSG00000213928	IRF9	mRNA	291.9473	5.767854
ENSG00000180138	CSNK1A1L	mRNA	291.9435061	4.847257
ENSG00000116983	HPCAL4	mRNA	291.9351602	3.300578
ENSG00000006016	CRLF1	mRNA	291.934271	15.14025
ENSG00000124098	C20orf108	mRNA	291.9220802	28.12581
ENSG00000165219	GAPVD1	mRNA	291.9211505	102.5565
ENSG00000173546	CSPG4	mRNA	291.9129958	2.901082
ENSG00000135577	NMBR	mRNA	291.899797	2.651929
hsa-mir-217	hsa-mir-217	miRNA	291.8921262	2.09608
ENSG00000182162	P2RY8	mRNA	291.8896273	2.301013
ENSG00000120658	ENOX1	mRNA	291.8866842	8.635993
ENSG00000179314	WSCD1	mRNA	291.8859453	12.10169
ENSG00000226023	RP6-166C19.6	mRNA	291.8853456	3.306038
ENSG00000176884	GRIN1	mRNA	291.873724	4.6703
ENSG00000107960	OBFC1	mRNA	291.863536	7.890111
ENSG00000073754	CD5L	mRNA	291.8613824	2.873512
ENSG00000227234 // ENSG00000235604	SPANXB1	mRNA	291.8477064	2.396309
ENSG00000167535	CACNB3	mRNA	291.8461294	12.21946
ENSG00000186038	HTR3E	mRNA	291.8444357	2.543997
ENSG00000167208	SNX20	mRNA	291.8325669	2.810107
ENSG00000034152	MAP2K3	mRNA	291.8319241	20.96811
ENSG00000067141	NEO1	mRNA	291.8260884	91.45707
ENSG00000175984	DENND2C	mRNA	291.8247513	5.585519
---	NBLA11895	mRNA	291.8212932	2.157961
ENSG00000163945	KIAA1530	mRNA	291.8175327	5.728603
ENSG00000125861	GFRA4	mRNA	291.8114129	14.11364
ENSG00000188613	NANOS1	mRNA	291.7980545	14.07104
ENSG00000136710	CCDC115	mRNA	291.7961364	10.33078
---	LOC402176	mRNA	291.7821783	4.029711
ENSG00000074416	MGLL	mRNA	291.7653211	4.387276
ENSG00000137310	TCF19	mRNA	291.764951	73.19766333
ENSG00000138031	ADCY3	mRNA	291.7601061	29.82689
ENSG00000168291	PDHB	mRNA	291.7598662	49.23078
ENSG00000163359	COL6A3	mRNA	291.7588204	2.788607
ENSG00000126216	TUBGCP3	mRNA	291.7462129	65.44534
ENSG00000160973	FOXH1	mRNA	291.7401757	4.030106
ENSG00000122735	DNAI1	mRNA	291.7391326	2.77252
ENSG00000139515	PDX1	mRNA	291.7352941	6.42681
ENSG00000140307	GTF2A2	mRNA	291.7298513	19.77109
ENSG00000171446	KRT27	mRNA	291.7293855	3.20657
ENSG00000163705	C3orf24	mRNA	291.7258093	3.979011
ENSG00000203910	C1orf146	mRNA	291.7246616	2.074647
ENSG00000176160	HSF5	mRNA	291.7021778	2.599074
ENSG00000180251	SLC9A4	mRNA	291.7016138	2.614766
ENSG00000137204	SLC22A7	mRNA	291.701487	2.812112
ENSG00000139908	TSSK4	mRNA	291.7013761	2.98952
---	PARP3	mRNA	291.6984588	4.155469
ENSG00000166979	C21orf63	mRNA	291.6913454	8.473381
ENSG00000130182	ZSCAN10	mRNA	291.6896866	4.216093
ENSG00000014138	POLA2	mRNA	291.6888571	80.6918
---	HEJ1	mRNA	291.6878257	2.267255
ENSG00000125675	GRIA3	mRNA	291.6868326	2.312627
ENSG00000086758	HUWE1	mRNA	291.6777779	165.4251
ENSG00000183753 // ENSG00000185894 // ENSG00000183795	BPY2	mRNA	291.6765539	2.143533
ENSG00000026559	KCNG1	mRNA	291.6726741	7.4704755
---	hCG_2024410	mRNA	291.6702249	5.82901
ENSG00000185479	KRT6B	mRNA	291.6682502	3.573825
ENSG00000054179	ENTPD2	mRNA	291.6666296	5.931684
ENSG00000128510	CPA4	mRNA	291.665389	2.436536
ENSG00000225153	---	mRNA	291.657231	2.786815
ENSG00000124006	OBSL1	mRNA	291.6515493	7.136902
ENSG00000015171	ZMYND11	mRNA	291.6490067	75.92361
ENSG00000178187	ZNF454	mRNA	291.6454499	2.712115
ENSG00000198075	SULT1C4	mRNA	291.6452712	3.561562
ENSG00000119681	LTBP2	mRNA	291.6399076	4.407217
ENSG00000226979	LTA	mRNA	291.6378402	3.253597333
ENSG00000090554	FLT3LG	mRNA	291.6362215	17.05901
ENSG00000227926	UNQ9419	mRNA	291.6313433	2.170175
ENSG00000213759	UGT2B11	mRNA	291.6236891	2.040011
hsa-mir-1-2	hsa-mir-1-2	miRNA	291.6235822	1.985932
ENSG00000134612	PSMAL	mRNA	291.6112703	2.101936
ENSG00000169861	---	mRNA	291.610349	2.39154
ENSG00000103426	CORO7	mRNA	291.6098763	13.61592
ENSG00000113600	C9	mRNA	291.6083867	2.399497
ENSG00000144671	SLC22A14	mRNA	291.6063943	2.96027
ENSG00000187140	FOXD3	mRNA	291.6039376	5.226855
ENSG00000116141	MARK1	mRNA	291.5978939	44.65064
ENSG00000054392	HHAT	mRNA	291.59511	8.541372
ENSG00000106078	COBL	mRNA	291.5908261	11.44938
ENSG00000102387	TAF7L	mRNA	291.589809	2.5861
ENSG00000005471	ABCB4	mRNA	291.5885134	5.620928
ENSG00000164265	SCGB3A2	mRNA	291.5880708	2.140882
ENSG00000197497	ZNF665	mRNA	291.5855023	1.877319
ENSG00000198734	F5	mRNA	291.5846532	2.708393
ENSG00000162927	PUS10	mRNA	291.5746494	4.720803
ENSG00000007174	DNAH9	mRNA	291.5574258	2.797945
ENSG00000177551	NHLH2	mRNA	291.5562415	2.401789
ENSG00000064042	LIMCH1	mRNA	291.5562265	4.984106
ENSG00000144908	ALDH1L1	mRNA	291.5489114	3.34687
ENSG00000110876	SELPLG	mRNA	291.5483231	3.307251
ENSG00000171992	SYNPO	mRNA	291.5321959	4.378703
ENSG00000124102	PI3	mRNA	291.5263563	3.693012
ENSG00000010318	PHF7	mRNA	291.5165954	3.438682
ENSG00000116882	HAO2	mRNA	291.5132006	2.101037
ENSG00000173585	CCR9	mRNA	291.5116484	2.181248
ENSG00000087903	RFX2	mRNA	291.5027872	7.539236
ENSG00000164082	GRM2	mRNA	291.5007447	3.164201
ENSG00000064989	CALCRL	mRNA	291.4919276	2.196072
ENSG00000177710	AMAC1L2	mRNA	291.4908413	6.126901333
ENSG00000055211	C6orf72	mRNA	291.4817976	66.36909
ENSG00000197375	SLC22A5	mRNA	291.4817785	36.46947
ENSG00000211630	---	mRNA	291.4811063	2.724166
ENSG00000126243	LRFN3	mRNA	291.4739265	8.992081
ENSG00000116663	FBXO6	mRNA	291.4689144	4.244003
ENSG00000130287	NCAN	mRNA	291.4670289	3.488547
---	C20orf197	mRNA	291.4619039	2.832803
ENSG00000153347	FAM81B	mRNA	291.4606239	2.278133
